,0
1972,0x80
1973,0x7f
1974,0x80
1975,0x80
1976,0x7f
1977,0x7f
1978,0x7f
1979,0x7f
1980,0x7f
1981,0x7f
1982,0x7f
1983,0x7f
1984,0x7f
1985,0x7f
1986,0x7f
1987,0x7f
1988,0x7f
1989,0x7f
1990,0x7f
1991,0x7f
1992,0x7f
1993,0x7f
1994,0x7f
1995,0x7f
1996,0x80
1997,0x80
1998,0x7f
1999,0x7f
2000,0x7f
2001,0x7f
2002,0x7f
2003,0x7f
2004,0x7f
2005,0x7f
2006,0x7f
2007,0x7f
2008,0x7f
2009,0x7f
2010,0x7f
2011,0x7f
2012,0x7f
2013,0x7f
2014,0x7f
2015,0x7f
2016,0x7f
2017,0x7f
2018,0x7f
2019,0x7f
2020,0x7f
2021,0x7f
2022,0x7f
2023,0x7f
2024,0x7f
2025,0x7f
2026,0x7f
2027,0x7f
2028,0x7f
2029,0x80
2030,0x80
2031,0x80
2032,0x80
2033,0x80
2034,0x7f
2035,0x80
2036,0x80
2037,0x7f
2038,0x80
2039,0x80
2040,0x80
2041,0x80
2042,0x80
2043,0x80
2044,0x7f
2045,0x7f
2046,0x80
2047,0x80
2048,0x7f
2049,0x7f
2050,0x7f
2051,0x7f
2052,0x7f
2053,0x7f
2054,0x7f
2055,0x7f
2056,0x7f
2057,0x7f
2058,0x7f
2059,0x7f
2060,0x7f
2061,0x7f
2062,0x7f
2063,0x7f
2064,0x7f
2065,0x7f
2066,0x7f
2067,0x7f
2068,0x7f
2069,0x7f
2070,0x7f
2071,0x7f
2072,0x7f
2073,0x7f
2074,0x7f
2075,0x7f
2076,0x7f
2077,0x7f
2078,0x7f
2079,0x7f
2080,0x80
2081,0x7f
2082,0x7f
2083,0x7f
2084,0x80
2085,0x7f
2086,0x7f
2087,0x7f
2088,0x7f
2089,0x7f
2090,0x80
2091,0x80
2092,0x80
2093,0x80
2094,0x80
2095,0x80
2096,0x80
2097,0x80
2098,0x80
2099,0x80
2100,0x80
2101,0x80
2102,0x80
2103,0x80
2104,0x80
2105,0x80
2106,0x80
2107,0x80
2108,0x80
2109,0x80
2110,0x80
2111,0x80
2112,0x80
2113,0x80
2114,0x80
2115,0x80
2116,0x80
2117,0x80
2118,0x7f
2119,0x7f
2120,0x7f
2121,0x7f
2122,0x7f
2123,0x7f
2124,0x80
2125,0x80
2126,0x7f
2127,0x7f
2128,0x80
2129,0x80
2130,0x80
2131,0x7f
2132,0x7f
2133,0x7f
2134,0x7f
2135,0x7f
